,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
15358,651,0,1,45,1,0.0,1,1,0,67740.08
2472,686,0,1,38,6,149238.97,1,1,1,97825.23
6738,573,2,1,35,9,134498.54,2,1,1,119924.8
6891,754,2,0,48,7,141819.02,1,1,0,93550.53
12199,543,2,1,41,6,143350.41,1,1,1,192070.16
7943,532,0,1,42,1,159024.71,1,1,0,100982.93
12910,598,0,1,48,6,120682.53,1,1,0,30635.52
14369,699,2,1,32,1,123906.22,3,1,1,127443.82
9685,593,0,1,45,4,138825.19,1,0,0,10828.78
4206,604,0,0,47,8,62094.71,3,0,0,9308.1
6371,602,0,1,34,5,0.0,2,1,1,77414.45
10350,769,2,1,34,7,115101.5,1,0,0,57841.89
9361,580,2,1,45,2,179334.83,2,1,1,169303.65
10348,640,0,1,33,7,154575.76,1,1,0,25722.28
232,512,0,0,37,1,0.0,2,0,1,156105.03
8258,590,0,1,41,1,89086.31,1,1,0,24499.97
7561,635,0,1,41,4,103544.88,2,1,0,193746.55
9795,506,0,1,43,2,0.0,2,1,0,105568.6
6168,579,0,0,26,10,162482.76,1,1,1,18458.2
11475,730,2,0,33,7,130367.87,1,1,0,15142.1
3596,643,0,1,36,0,148159.71,1,0,0,55835.66
6288,689,0,1,40,8,160272.27,1,1,0,49656.24
4632,753,0,0,43,5,0.0,2,1,0,109881.71
125,432,0,1,42,9,152603.45,1,1,0,110265.24
7641,797,0,1,31,9,0.0,2,1,1,24748.89
6229,777,0,1,36,7,0.0,1,1,0,106472.34
13542,731,2,0,21,8,132312.06,1,1,0,106663.46
1296,653,1,1,55,2,70263.83,1,0,1,62347.71
1976,598,1,0,38,6,0.0,2,0,0,173783.38
15124,793,1,1,52,2,0.0,1,1,0,159123.82
15063,562,0,0,57,3,0.0,3,1,0,6554.97
10267,638,2,0,33,5,129335.65,1,1,1,56585.2
12772,850,1,0,55,7,0.0,1,0,0,171762.87
5750,747,2,1,37,9,135776.36,3,1,0,85470.45
8152,654,1,0,36,2,0.0,2,1,1,146652.11
15468,741,0,1,52,1,171236.3,2,0,0,21834.4
3086,716,0,0,22,8,0.0,2,1,1,92606.98
14811,583,0,1,48,3,91246.53,1,1,0,60017.46
6882,586,0,1,32,1,0.0,2,0,0,31635.99
14854,713,1,0,47,1,0.0,1,1,0,107825.08
7673,750,1,0,37,2,113817.06,1,0,0,88333.74
3345,658,0,0,31,7,123974.96,1,1,0,102153.75
8172,759,1,1,31,8,0.0,2,1,1,99086.74
15038,661,1,1,42,2,178820.91,1,0,0,29358.57
5870,632,0,1,43,2,100013.51,1,1,0,24275.32
6506,585,1,0,56,1,128472.8,1,1,0,186476.91
2797,652,2,1,27,2,166527.88,2,0,1,146007.7
918,784,1,1,35,3,0.0,2,0,0,81483.64
1646,570,2,0,50,5,129293.74,1,1,0,177805.44
5122,655,0,1,27,2,131691.33,1,1,0,49480.66
5126,654,1,0,54,5,0.0,2,0,1,47139.06
13170,590,1,1,29,10,0.0,1,1,1,51907.72
13623,657,2,0,38,5,123770.46,1,0,0,47019.66
4621,567,1,1,43,2,115643.58,2,0,0,174606.35
6809,684,0,0,26,5,87098.91,1,0,0,106095.82
364,640,0,1,68,9,0.0,2,1,1,199493.38
11479,586,0,0,28,5,0.0,3,1,0,170487.4
2125,544,0,0,45,6,0.0,2,0,1,151401.33
8150,760,2,1,29,5,103607.24,2,0,1,86334.64
12315,603,0,1,32,7,0.0,1,1,0,198055.94
12761,743,1,1,41,7,0.0,1,1,0,163736.09
8717,443,0,1,44,2,0.0,1,1,0,159165.7
13013,716,0,0,44,3,109528.28,1,1,0,27341.63
55,619,0,1,43,1,125211.92,1,1,1,113410.49
638,744,0,0,43,10,147832.15,1,0,1,24234.11
302,687,0,1,35,8,0.0,2,1,0,10334.05
10958,576,2,1,44,9,119530.52,1,1,0,119056.68
5811,537,1,0,38,6,141786.78,1,0,1,147797.54
1276,635,2,1,37,5,113488.68,1,1,0,95611.74
14178,577,2,0,43,3,127940.47,1,0,0,125140.72
12912,636,1,1,52,4,111284.53,1,0,1,32936.44
10247,617,2,0,51,10,167273.71,1,0,0,93439.75
13568,732,0,1,55,9,136576.02,1,0,1,3268.17
13337,787,2,1,43,0,132217.45,1,1,0,20955.03
4432,621,1,1,33,4,0.0,2,1,1,40299.23
3644,593,0,0,32,3,0.0,2,1,1,151978.36
4143,500,0,1,45,2,109162.82,1,1,1,126145.08
2878,487,1,0,36,1,140137.15,1,1,0,194073.33
12394,850,2,0,36,6,143644.16,1,1,0,22102.25
6493,661,0,1,35,9,100107.99,1,1,0,83949.68
13367,706,1,0,46,2,127660.46,2,1,0,150156.82
10478,491,2,0,57,4,112044.72,1,1,1,41229.73
10453,637,2,1,40,9,154309.67,1,1,1,125334.16
5240,597,0,0,24,1,103219.47,1,1,0,60420.07
15011,376,0,0,46,6,0.0,1,1,0,157333.69
10488,637,1,0,45,2,157929.45,1,1,1,145134.49
6937,589,0,0,50,4,0.0,2,0,1,182076.97
7240,600,0,0,32,7,98877.95,1,1,0,132973.21
14124,591,0,0,56,9,128882.49,1,1,1,196241.94
9945,645,0,1,44,10,0.0,2,0,1,166707.22
13389,705,2,0,44,10,106731.58,1,1,0,137419.87
10160,653,2,1,41,1,104584.11,1,1,0,15126.32
2593,692,2,1,53,7,150926.99,2,0,0,119817.19
11309,489,2,0,52,1,131441.51,1,1,0,37240.11
2393,850,2,1,28,4,147972.19,1,1,0,60708.72
523,696,2,1,32,8,101160.99,1,1,1,115916.55
6376,700,0,1,46,5,95872.86,1,1,0,98273.01
6981,572,2,1,39,4,112290.22,1,1,0,49373.97
13716,423,0,0,36,5,97665.61,1,1,0,118372.55
6677,642,1,1,26,8,144238.7,1,1,1,184399.76
3900,809,0,1,36,9,68881.59,2,0,1,109135.11
15364,731,0,0,38,10,123711.73,2,1,0,171340.68
12891,655,2,0,37,4,108862.76,1,1,0,79555.08
5585,432,2,1,38,2,135559.8,2,1,1,71856.3
14943,747,0,1,43,1,130788.71,1,0,1,101495.0
7956,850,0,1,81,5,0.0,2,1,1,44827.47
7570,697,0,1,32,7,175464.85,3,1,0,116442.42
11314,746,0,1,48,5,165282.42,1,1,0,153786.46
6777,754,0,0,27,7,0.0,2,1,0,144134.64
12348,659,0,0,44,9,23503.31,1,0,1,169862.01
10161,666,2,0,44,2,122314.5,1,0,0,68574.88
671,667,0,1,42,9,0.0,2,0,1,58137.42
4188,644,2,1,47,9,137774.11,2,1,0,151902.78
666,559,0,0,31,3,127070.73,1,0,1,160941.78
3266,537,1,1,30,1,103138.17,1,1,1,96555.42
1887,613,1,1,34,8,117300.02,1,1,0,139410.08
11458,623,2,1,50,7,126608.37,1,0,1,645.61
8472,662,0,1,31,3,0.0,2,0,1,27731.05
9911,682,0,1,44,3,115282.3,1,0,0,23766.4
11139,638,2,1,50,1,102645.48,1,1,0,168359.98
12647,700,0,0,32,8,110923.15,2,1,1,161845.81
9091,745,0,0,40,6,131184.67,1,1,1,49815.62
7687,754,0,1,61,5,146622.35,1,1,1,41815.22
6031,740,2,0,40,2,122295.17,2,1,1,30812.84
15666,510,2,0,44,4,123070.89,1,1,0,28461.29
6090,545,0,1,26,7,0.0,2,0,1,156598.23
6238,466,0,1,26,3,156815.71,1,1,1,137476.09
7350,669,1,1,25,7,157228.61,2,1,0,124382.9
7830,595,0,0,33,9,0.0,2,1,1,41447.86
760,600,0,0,43,5,134022.06,1,1,0,194764.83
6254,578,2,1,37,1,135650.88,1,1,0,199428.19
1906,786,0,0,29,4,0.0,2,1,0,103372.79
12234,773,1,0,41,5,0.0,1,1,0,28266.9
12015,629,0,0,39,10,0.0,2,1,1,43174.49
12330,606,0,0,39,3,0.0,2,1,0,50560.45
3818,725,0,0,44,10,0.0,1,0,1,93777.61
6269,652,1,0,36,1,0.0,2,1,1,19302.78
4300,700,2,0,28,3,99705.69,2,0,0,146723.72
5569,709,0,1,36,0,0.0,2,1,0,46811.77
14388,563,2,1,41,2,100520.92,1,1,1,19412.8
7941,592,2,1,33,2,156570.86,1,1,1,37140.2
10785,644,0,0,40,9,137285.26,4,1,0,77063.63
4164,636,0,1,34,1,84055.43,1,0,0,37490.84
11223,726,0,1,29,7,0.0,2,1,1,91844.14
5971,805,1,1,37,5,0.0,2,1,0,21928.81
3579,778,2,1,31,9,182275.23,2,1,0,190631.23
2832,582,0,1,20,4,0.0,1,1,1,55763.66
5449,549,0,0,46,7,0.0,1,1,1,109057.56
3472,594,0,1,40,9,122417.17,2,0,1,190882.69
6327,667,1,0,36,3,121542.57,2,1,1,186841.71
137,637,0,1,40,2,133463.1,1,0,1,93165.34
7043,595,2,1,34,2,87967.42,2,0,1,156309.52
4892,707,2,0,51,10,98438.23,1,0,0,70778.63
2180,649,0,0,42,7,0.0,2,0,1,22974.01
10320,695,1,1,56,1,0.0,3,1,0,187734.49
7730,635,0,1,43,10,122198.21,2,0,1,179144.54
3177,528,0,0,27,7,176227.07,2,0,1,139481.53
4854,706,2,1,23,2,93301.97,2,0,1,127187.04
4637,758,0,0,30,3,141581.08,1,1,0,156249.06
5115,533,2,0,49,1,102286.6,3,1,0,69409.37
14849,523,2,0,39,1,143903.11,1,1,1,118711.75
7648,610,1,0,31,5,0.0,2,0,0,63736.36
4261,794,1,0,46,8,134593.79,1,1,1,46386.37
12536,520,2,1,43,3,150805.17,3,0,1,25333.03
1331,849,2,1,37,7,143452.74,2,1,1,17294.12
10209,833,2,1,59,1,130854.59,1,1,1,30722.52
12734,475,0,0,46,10,0.0,2,0,0,122953.0
10674,512,0,1,36,4,152169.12,2,0,0,38629.3
7002,564,2,0,32,10,139875.2,2,1,0,15378.23
9550,769,0,0,40,9,133871.05,1,1,1,50568.02
6941,501,2,1,25,6,104013.79,1,1,0,114774.35
8017,459,2,1,50,5,109387.9,1,1,0,155721.15
6241,775,2,0,33,1,118897.1,2,1,1,26362.4
9521,540,1,0,40,8,0.0,2,1,0,3560.0
15900,619,1,0,32,4,175406.13,2,1,1,172792.43
6881,631,1,1,29,3,0.0,2,1,1,197963.46
13051,545,2,0,37,8,114754.08,1,1,0,136050.44
10342,516,0,0,45,4,0.0,1,1,0,95273.73
4530,697,2,1,43,7,115371.94,2,1,0,64139.1
10314,734,0,1,22,5,130056.23,1,0,0,121894.31
4673,644,0,1,33,2,0.0,1,1,0,96420.58
12173,792,1,1,47,0,0.0,1,1,1,5557.88
6996,623,1,0,50,2,87116.71,1,1,1,104382.11
1252,693,0,1,68,4,97705.99,1,1,1,61569.07
11470,650,2,0,45,9,152367.21,3,1,0,150835.21
3374,735,1,1,55,2,103176.62,1,0,1,163516.16
2814,737,2,0,40,2,162485.8,2,1,0,149381.32
4719,566,2,0,35,1,123042.0,1,1,0,66245.44
6544,709,0,0,45,3,104118.5,1,0,1,174032.0
10040,764,2,0,39,9,138341.51,1,1,0,50072.94
4858,779,0,0,41,10,99786.2,1,1,0,86927.53
7901,628,2,0,28,3,153538.13,2,1,0,110776.01
11229,709,0,0,43,8,0.0,2,0,0,168035.62
8580,529,0,0,31,6,152310.55,1,1,0,13054.25
8427,753,0,0,40,0,3768.69,2,1,0,177065.24
1077,658,0,1,29,3,145512.84,1,1,0,20207.02
10176,688,1,0,35,6,0.0,1,1,0,25488.43
4363,634,1,0,35,10,0.0,1,1,0,82634.41
12154,596,1,0,54,0,78126.28,1,1,1,153482.91
770,742,2,0,36,2,129748.54,2,0,0,47271.61
10357,763,2,0,32,1,108465.65,2,1,0,60552.44
12725,739,0,0,37,8,0.0,2,1,0,191557.1
8865,668,0,1,72,2,0.0,2,1,1,70783.61
249,739,2,1,54,8,126418.14,1,1,0,134420.75
14489,603,2,0,55,7,127723.25,2,1,0,139469.11
9766,800,2,1,39,4,95252.72,1,1,0,13906.34
7239,580,2,1,45,8,103741.14,1,1,0,47428.73
14430,708,0,0,59,2,0.0,1,1,0,179673.11
3419,674,0,0,26,10,0.0,2,1,1,138423.1
10273,831,2,1,44,3,111100.98,1,1,1,28144.07
10015,473,0,0,39,9,117103.26,2,1,1,85937.52
15307,724,2,0,48,6,110463.25,2,1,1,80552.11
4976,828,2,0,25,7,144351.86,1,1,0,116613.26
4544,673,1,1,39,8,138160.0,1,1,1,110468.51
5565,683,2,1,35,5,144961.97,1,0,1,26796.73
7939,720,0,1,26,10,51962.91,2,1,0,45507.24
716,554,2,0,37,4,58629.97,1,0,0,182038.6
15394,714,0,0,51,4,88308.87,3,0,0,5862.53
12338,643,0,0,51,2,105229.53,1,1,0,34967.75
2048,567,0,0,35,5,166118.45,2,1,0,127827.18
5997,640,0,0,20,4,0.0,2,0,1,78310.82
6600,505,0,0,36,2,79951.9,1,0,1,174123.16
7245,702,2,0,36,2,105264.88,2,1,1,52909.87
13456,699,0,1,40,7,0.0,1,0,1,152876.13
4178,510,0,0,32,1,0.0,2,0,1,28515.17
4809,822,0,1,37,3,105563.0,1,1,0,182624.93
10916,567,0,1,59,3,0.0,2,1,0,25843.7
15128,524,0,1,50,4,0.0,2,1,1,31840.59
7140,703,1,1,39,6,152685.4,1,0,0,183656.12
7190,597,2,1,52,8,83693.34,2,1,1,161083.53
1460,578,0,1,23,10,88980.32,1,1,1,125222.36
5989,668,0,0,53,10,110240.04,1,0,0,183980.56
9860,775,0,0,30,10,191091.74,2,1,1,96170.38
10948,535,1,1,48,9,109472.47,1,1,0,157358.43
2000,842,0,1,58,1,63492.94,1,1,1,83172.19
12763,625,0,1,43,8,201696.07,1,1,0,133020.9
12805,686,0,1,60,9,0.0,3,1,1,75246.21
8175,561,0,0,22,6,186788.96,2,1,0,73286.8
404,685,0,1,23,8,0.0,2,1,1,112239.03
384,705,2,1,44,3,105934.96,1,1,0,82463.69
15078,822,0,1,38,6,128289.7,3,1,0,9149.96
15134,612,2,1,46,9,161450.03,1,1,1,96961.0
10344,644,0,1,44,5,73348.56,1,1,0,157166.79
1633,562,0,1,35,7,0.0,1,0,0,48869.67
15233,546,0,0,47,8,0.0,1,1,1,66408.01
13772,822,0,1,38,6,128289.7,3,1,0,9149.96
4784,664,1,0,53,7,187602.18,1,1,0,186392.99
15093,745,2,0,28,1,111071.36,1,1,0,73275.96
6970,696,2,0,66,7,119499.42,2,1,1,174027.3
3925,566,1,1,44,5,0.0,2,1,0,66462.79
13528,777,0,0,32,2,0.0,1,1,0,136458.19
4158,850,0,0,38,0,106831.69,1,0,1,148977.72
7449,698,0,0,37,2,166178.02,2,1,1,71972.95
13140,615,0,0,61,1,104267.7,1,1,0,62845.64
14090,721,0,0,55,3,44020.89,1,1,0,65864.4
15152,764,2,0,39,9,138341.51,1,1,0,50072.94
13550,722,0,0,47,2,88011.4,1,1,1,90655.94
8415,760,1,1,38,3,91241.85,1,0,1,80682.35
2193,613,0,1,37,9,108286.5,1,1,1,114153.44
11328,762,2,1,35,1,117458.51,1,0,1,178361.48
12661,704,0,1,32,7,127785.17,4,0,0,184464.7
10016,592,1,1,35,6,80285.16,1,1,0,72678.75
1015,676,0,0,37,5,89634.69,1,1,1,169583.18
5124,721,1,0,46,7,137933.39,1,1,1,67976.57
13164,537,2,0,37,7,158411.95,4,1,1,117690.58
7418,677,0,1,36,4,0.0,2,1,0,7824.31
7409,807,2,0,42,9,105356.09,2,1,1,130489.37
8989,640,2,0,31,10,118613.34,1,1,0,168469.65
2871,671,1,1,38,0,92674.94,2,1,0,3647.57
9,684,0,1,27,2,134603.88,1,1,1,71725.73
14785,650,1,1,42,4,194532.66,1,1,0,171045.31
10136,723,2,0,49,0,153855.52,1,1,1,180862.26
1838,350,2,1,39,0,109733.2,2,0,0,123602.11
4804,450,1,0,34,2,0.0,2,1,0,175480.93
255,766,1,1,41,0,0.0,2,0,1,34283.23
7026,677,0,0,27,2,0.0,2,0,1,114685.92
5713,537,0,1,47,10,0.0,2,0,1,25482.62
12677,710,2,0,41,9,149155.53,2,1,0,42131.26
3324,808,1,1,47,8,139196.0,1,0,1,74028.36
7714,682,0,0,30,9,0.0,2,1,1,195104.91
1581,445,2,0,34,7,131082.17,2,1,1,70618.0
11148,766,2,0,62,7,142724.48,1,0,1,5893.23
924,785,0,0,34,9,70302.48,1,1,1,68600.36
2779,733,2,1,38,9,111347.37,2,0,1,194872.97
10700,585,1,0,56,1,128472.8,1,1,0,186476.91
7891,678,2,1,48,2,101099.9,2,0,1,193476.04
6132,687,0,0,34,9,125474.44,1,1,0,198929.84
13216,789,2,0,37,6,110689.07,1,1,1,71121.04
5320,525,1,1,36,3,77910.23,1,1,0,67238.01
7312,629,0,0,43,0,0.0,2,1,1,41263.69
7102,519,0,1,39,2,112957.26,2,1,0,97593.16
14837,701,2,1,63,3,120916.52,3,0,0,144727.45
6042,727,0,0,29,1,146652.01,1,1,1,173486.39
3775,528,2,1,22,5,93547.23,2,0,1,961.57
4835,561,1,1,34,4,85141.79,2,1,1,29217.37
12328,674,2,0,44,4,131593.85,1,0,1,171345.02
4964,466,0,0,41,3,33563.95,2,1,0,178994.13
10971,669,2,0,50,4,112650.89,1,0,0,166386.22
539,745,2,0,28,1,111071.36,1,1,0,73275.96
7483,616,0,1,44,5,102016.38,1,0,1,178235.37
2745,655,2,1,52,9,144696.75,1,1,1,49025.79
3719,850,0,0,62,1,124678.35,1,1,0,70916.0
15210,665,1,0,42,2,156371.61,2,0,1,156774.94
6819,568,1,1,39,5,0.0,2,1,1,129569.92
13659,724,2,0,48,6,110463.25,2,1,1,80552.11
9337,466,2,0,47,5,102085.72,1,1,1,183536.24
13319,850,0,0,42,8,0.0,1,1,0,19632.64
4468,437,0,0,39,0,102721.49,1,0,0,22191.82
667,503,0,1,29,3,0.0,2,1,1,143954.99
7575,561,2,1,49,5,94754.0,1,1,1,26691.31
11211,621,2,0,55,7,131033.76,1,0,1,75685.59
8549,731,0,1,37,8,0.0,2,1,1,170338.35
5063,614,1,0,41,7,146997.64,2,0,0,137791.18
11023,686,0,1,60,9,0.0,3,1,1,75246.21
10975,792,0,1,50,9,0.0,4,1,1,194700.81
1353,626,1,1,29,7,0.0,2,1,0,49361.84
13323,667,0,1,42,7,0.0,1,0,1,108348.94
7114,764,0,0,39,1,129068.54,2,1,1,187905.12
15577,566,2,1,65,4,120100.41,1,1,0,107563.16
8662,510,2,0,44,4,123070.89,1,1,0,28461.29
2703,459,2,1,46,7,110356.42,1,1,0,4969.13
3330,738,0,1,18,4,0.0,2,1,1,47799.15
8053,686,2,1,29,3,185379.02,1,1,0,64679.07
11829,632,2,1,48,6,126066.26,1,1,0,64345.61
9588,539,2,1,42,1,177728.55,1,1,0,105013.63
3584,506,2,1,28,8,53053.76,1,0,1,24577.34
15070,505,2,0,33,3,106506.77,3,1,0,45445.78
13454,777,0,0,30,4,137851.31,1,1,0,5008.23
5645,717,1,0,42,5,190305.78,1,1,0,99347.8
3376,644,2,0,40,4,77270.08,2,1,1,115800.1
1256,733,0,1,42,9,120094.93,1,1,0,184056.45
6190,581,1,0,43,4,170172.9,1,0,1,100236.02
11704,535,2,1,48,5,134542.73,1,1,1,58203.67
13843,415,0,1,46,9,134950.19,3,0,0,178587.36
13970,719,0,0,37,9,101455.7,1,1,0,25803.59
9442,741,0,1,37,9,105261.76,2,1,1,149503.54
13987,757,2,0,43,5,131433.33,2,1,1,3497.43
5348,547,2,1,41,3,151191.31,1,1,0,175295.89
11003,773,2,1,47,2,118079.47,4,1,1,143007.49
12490,695,1,1,63,1,146202.93,1,1,1,126688.83
11476,667,2,0,37,5,92171.35,3,1,0,178106.34
11125,850,2,1,55,0,98710.89,1,1,1,83617.17
4175,741,1,1,43,0,0.0,2,1,1,2920.63
13460,443,2,1,50,3,117206.3,1,1,0,42840.18
4910,597,0,0,36,9,0.0,2,1,1,7156.09
1852,698,1,1,38,10,95010.92,1,1,1,105227.86
6316,725,0,1,37,6,124348.38,2,0,1,176984.34
15007,713,2,0,38,7,144606.22,1,1,1,56594.36
12972,519,2,0,21,1,151701.45,3,1,1,170138.68
15699,604,0,1,53,8,144453.75,1,1,0,190998.96
2105,492,0,0,31,7,0.0,2,1,1,49463.44
133,686,0,1,25,1,0.0,2,0,1,16459.37
13428,604,0,0,47,8,62094.71,3,0,0,9308.1
5029,709,0,1,38,5,0.0,2,1,1,81452.29
928,520,2,1,61,8,133802.29,2,1,1,90304.01
823,732,1,0,69,9,137453.43,1,0,1,110932.24
7576,676,1,1,27,4,0.0,1,0,1,107955.67
11632,850,2,1,36,5,119984.07,1,1,0,191535.11
1531,600,0,0,28,6,0.0,2,0,1,52193.23
1214,579,1,1,33,6,0.0,1,1,0,94993.04
504,543,1,0,41,4,0.0,1,0,0,194902.16
12477,529,1,1,63,4,96134.11,3,1,0,108732.96
14683,550,2,1,33,4,118400.91,1,0,1,13999.64
10188,651,0,1,44,2,0.0,3,1,0,102530.35
6530,511,2,0,75,9,105609.17,1,0,1,105425.18
3072,740,0,0,30,8,105209.54,1,1,0,1852.58
10150,652,2,1,50,8,125437.64,1,1,1,17160.94
9576,669,2,0,42,1,103873.39,1,1,0,148611.52
9086,647,1,0,29,2,0.0,2,1,0,179032.68
13116,750,2,1,40,5,168286.81,3,1,0,20451.99
8647,444,0,1,43,3,0.0,2,1,1,159131.21
6619,647,0,1,32,5,97041.16,1,1,1,23132.73
13971,781,0,0,48,0,57098.96,1,1,0,85644.06
9273,616,0,1,31,1,0.0,2,1,1,54706.75
3709,707,0,0,49,10,0.0,1,1,0,82967.97
15285,652,2,1,46,10,121063.8,3,1,0,151481.86
4849,491,2,1,70,6,148745.92,2,1,1,17818.33
4748,537,2,0,37,7,158411.95,4,1,1,117690.58
4268,753,0,1,46,8,0.0,3,1,0,90747.94
11714,732,2,0,61,9,94867.18,2,1,1,157527.6
12326,516,2,0,47,9,128298.74,1,0,0,149614.17
11794,572,2,1,51,8,97750.07,3,1,1,193014.26
15735,710,2,0,62,9,148214.36,1,1,0,48571.14
8905,557,0,1,36,3,0.0,1,0,1,144078.02
4186,755,0,0,29,4,148654.84,2,1,1,28805.09
10406,775,0,0,30,5,0.0,1,1,0,193880.6
5301,672,0,1,39,2,0.0,2,1,0,87372.49
2923,705,2,1,41,4,72252.64,2,1,1,142514.66
6588,539,1,1,28,5,0.0,2,1,0,48382.4
1810,651,0,0,65,0,0.0,2,1,1,190454.04
3486,614,1,0,25,10,75212.28,1,1,0,58965.04
7419,748,2,0,40,3,103499.09,2,0,0,38153.19
3141,710,2,0,24,2,110407.44,2,0,0,15832.43
10019,612,2,0,62,8,140745.33,1,1,0,193437.89
9347,660,1,0,36,0,84438.57,1,1,1,181449.51
1324,687,2,1,26,2,142721.52,1,1,1,153605.75
4312,576,0,0,41,4,112609.91,1,0,0,191035.18
7494,795,0,0,36,1,151844.64,1,1,1,135388.89
8702,541,0,1,37,9,212314.03,1,0,1,148814.54
9872,588,1,1,37,2,0.0,2,0,1,187816.59
8691,698,0,0,39,4,0.0,2,0,1,47455.82
15156,640,1,1,43,9,172478.15,1,1,0,191084.4
10048,635,0,0,58,1,0.0,1,1,1,58907.08
9580,783,0,1,38,9,114135.17,1,1,0,153269.98
13807,794,0,0,62,9,123681.32,3,1,0,173586.63
11911,601,0,1,39,3,72647.64,1,1,0,41777.9
10578,807,1,0,28,7,165969.26,3,1,0,156122.13
5541,587,1,1,51,3,83739.32,1,0,1,148798.45
11428,779,2,1,33,1,158456.76,1,1,1,197000.92
6172,568,2,1,43,5,87612.64,4,1,1,107155.4
1540,530,2,1,23,1,137060.88,2,1,1,165227.23
9409,570,1,1,34,10,0.0,2,0,1,183387.12
2681,673,2,1,36,5,73088.06,2,0,0,196142.26
15739,535,1,0,50,1,140292.58,3,0,0,69531.22
11185,727,1,0,49,7,96296.78,1,1,0,190457.87
13704,648,0,0,39,6,130694.89,2,1,1,153955.38
6313,575,0,1,27,3,139301.68,1,1,0,99843.98
1191,639,2,1,27,3,150795.81,1,0,1,85208.93
13964,490,0,0,40,1,0.0,1,1,1,49594.19
5293,604,1,0,41,10,0.0,2,1,1,166224.39
1542,530,0,0,33,4,129307.32,1,1,1,172930.28
11493,724,1,0,41,4,142880.28,3,0,0,185541.2
11516,649,1,1,32,1,0.0,1,0,1,91167.19
7056,725,0,1,31,8,0.0,2,1,1,59650.42
2539,584,2,0,46,6,87361.02,2,1,0,120376.87
953,694,1,1,39,0,107042.74,1,1,1,102284.2
7241,521,0,1,37,5,105843.26,2,1,1,84908.2
6731,503,0,1,32,4,0.0,2,1,1,153036.97
4846,752,0,0,36,7,0.0,2,1,0,184866.86
6801,637,1,1,43,8,0.0,1,1,0,12156.93
8010,467,2,1,51,10,114514.71,2,1,0,177784.68
4330,781,0,0,19,3,0.0,2,1,1,124297.32
8924,516,0,1,46,2,0.0,2,1,1,169122.54
5334,786,2,1,24,2,120135.55,2,1,1,125449.47
7330,418,0,1,34,8,155973.88,1,1,0,154208.96
9348,664,0,0,34,7,93920.47,1,0,0,179913.98
4729,683,0,0,42,4,148283.94,1,1,1,44692.63
11486,614,1,0,41,7,179915.85,1,0,0,14666.35
6541,748,1,1,35,5,105492.53,1,1,1,150057.2
11174,816,2,0,38,5,130878.75,3,1,0,71905.77
5305,699,0,1,27,1,0.0,2,1,0,93003.21
5161,842,1,1,46,9,0.0,1,0,0,17268.02
7860,659,0,1,32,9,95377.13,1,0,1,187551.24
2156,608,0,1,42,5,0.0,2,1,0,178504.29
1062,613,2,1,38,9,67111.65,1,1,0,78566.64
10808,603,2,1,44,6,108122.39,2,1,0,108488.33
1167,548,0,0,35,10,0.0,1,1,1,31299.71
11414,652,0,1,48,4,59486.31,1,1,0,163944.18
3636,663,1,1,31,4,103430.11,2,0,1,36479.27
7651,431,2,1,45,5,83624.55,2,0,0,36899.62
5588,593,0,0,35,6,133489.12,2,1,1,78101.29
11130,559,0,1,45,8,24043.45,1,0,1,169781.45
7192,709,0,1,44,9,128601.98,1,1,0,117031.2
4491,850,2,1,61,3,141784.02,1,1,1,92053.75
7266,762,1,0,60,10,168920.75,1,1,0,31445.03
11332,626,0,0,44,2,0.0,1,0,1,173117.22
4980,628,2,1,38,10,113525.84,1,1,0,46044.48
8335,647,0,1,35,4,123761.68,1,1,0,83910.4
15849,549,2,1,54,5,92877.33,1,1,0,2619.64
11769,666,1,0,47,5,0.0,1,0,0,166650.9
4946,546,0,0,47,8,0.0,1,1,1,66408.01
2782,646,0,1,24,8,0.0,2,0,0,92612.88
717,701,1,0,42,5,0.0,2,0,0,24210.56
10011,517,2,1,53,0,109172.88,1,1,0,54676.1
2502,527,0,1,32,0,0.0,1,1,0,109523.88
4360,678,0,1,66,8,0.0,2,1,1,47117.03
4171,564,0,0,27,6,0.0,1,0,0,7819.76
8082,772,1,1,36,3,112029.83,1,1,1,186948.35
15550,595,1,1,35,8,0.0,1,1,0,100015.79
14780,766,2,0,34,6,106434.94,1,0,1,137995.66
395,645,2,0,37,2,136925.09,2,0,1,153400.24
13923,619,1,0,32,4,175406.13,2,1,1,172792.43
14512,680,2,0,48,8,115115.38,1,1,0,139558.6
7186,653,0,1,44,8,0.0,2,1,1,154639.72
15646,638,0,1,36,6,188455.19,1,0,0,47031.4
4492,590,0,0,32,0,127763.24,1,1,0,100717.54
1365,625,0,1,43,8,201696.07,1,1,0,133020.9
15192,675,0,0,49,0,0.0,1,1,1,80496.71
14191,467,2,1,51,10,114514.71,2,1,0,177784.68
8787,689,1,1,73,1,108555.07,1,0,1,167969.15
14397,578,2,0,31,5,102088.68,4,0,0,187866.21
12144,576,2,0,71,6,140273.47,1,1,1,193135.25
13584,515,0,1,48,5,129387.94,1,0,1,147955.91
5917,674,0,0,31,1,0.0,1,1,0,128954.05
4968,604,1,1,41,3,0.0,1,0,0,11819.84
2914,604,0,1,28,7,0.0,2,0,0,58595.64
